0.94	0.8	0.15	1.45	1.35	0.4	0.35	0.3	0.90	0.80	1.08	0.63	1.07	1.19	0.26	1.46	1.23	0.19	0.30	0.44	0.26	0.9	0.998421053
0.93	0.8	0.1	1.45	1.3	0.48	0.35	0.3	0.85	0.75	1.05	0.64	1.05	1.17	0.25	1.40	1.19	0.19	0.30	0.34	0.3	0.9	0.920588235
0.88	0.85	0.1	1.45	1.25	0.42	0.38	0.26	0.80	0.75	1.00	0.60	1.00	1.16	0.18	1.33	1.12	0.15	0.34	0.35	0.24	0.88	0.872666667
0.85	0.85	0.2	1.45	1.2	0.4	0.4	0.26	0.80	0.70	0.97	0.60	0.95	1.14	0.12	1.23	1.12	0.15	0.36	0.37	0.3	0.89	0.790625
0.84	0.8	0.3	1.47	1.17	0.37	0.45	0.26	0.70	0.70	0.97	0.58	0.95	1.20	0.08	1.15	1.12	0.19	0.43	0.3	0.25	0.92	0.795333333
0.81	0.75	0.3	1.47	1.13	0.35	0.38	0.23	0.70	0.70	0.97	0.55	0.92	1.17	0.03	1.08	1.07	0.20	0.45	0.32	0.2	0.9	0.736428571
0.77	0.7	0.1	1.47	1	0.32	0.38	0.2	0.70	0.70	0.97	0.53	0.85	1.16	0.08	0.99	1.10	0.22	0.43	0.35	0.16	0.88	0.698
0.73	0.7	0.15	1.47	0.97	0.3	0.38	0.2	0.60	0.70	0.95	0.50	0.85	1.13	0.11	0.93	1.11	0.21	0.42	0.4	0.02	1	0.710714286
0.7	0.7	0.1	1.47	0.97	0.27	0.38	0.2	0.50	0.70	0.95	0.46	0.82	1.07	0.22	0.89	1.07	0.21	0.44	0.42	0.07	0.9	0.607333333
0.65	0.6	0.1	1.47	0.96	0.09	0.37	0.2	0.45	0.70	0.95	0.45	0.80	1.09	0.18	0.83	1.01	0.21	0.38	0.42	0.05	0.7	0.657142857
0.63	0.65		1.47	0.94	0.1	0.35	0.2	0.37	0.70	0.95	0.43	0.75	1.06	0.23	0.82	0.98	0.20	0.36	0.45	0.04	0.97	0.591578947
0.62	0.65	0.1	1.5	0.94	0.13	0.33	0.3	0.31	0.65	0.90	0.42	0.75	1.05	0.19	0.76	0.93	0.19	0.32	0.53	0.01	0.65	0.551
0.6	0.65		1.5	0.92	0.16	0.28	0.3	0.38	0.65	0.80	0.40	0.72	1.04	0.20	0.78	0.90	0.16	0.30	0.56	0.08	0.79	0.53875
0.55	0.65		1.5	0.93	0.18	0.25	0.2	0.40	0.60	0.68	0.38	0.68	0.96	0.20	0.72	1.01	0.18	0.30	0.62	0.17	0.97	0.462857143
0.55	0.7	0.2	1.5	0.93	0.2	0.25	0.1	0.40	0.60	0.77	0.39	0.65	1.04	0.22	0.75	1.01	0.22	0.34	0.66	0.3	1	0.368235294
0.5	0.7	0.3	1.5	0.93	0.2	0.26	0.1	0.45	0.60	0.77	0.39	0.60	0.91	0.18	0.78	0.92	0.25	0.32	0.58	0.35	1	0.326470588
0.7	0.7	0.3	1.5	0.85	0.18	0.28	0.1	0.50	0.65	0.73	0.30	0.60	0.91	0.12	0.77	0.89	0.28	0.28	0.5	0.38	0.6	0.371428571
0.65	0.7	0.3	1.45	0.75	0.17	0.3	0.1	0.50	0.70	0.73	0.28	0.61	0.91	0.12	0.86	0.87	0.30	0.29	0.42	0.34	0.6	0.34
0.64	0.7	0.3	1.45	0.7	0.15	0.3	0.1	0.28	0.76	0.68	0.27	0.63	0.93	0.09	0.82	0.89	0.32	0.32	0.4	0.3	0.6	0.3675
0.58	0.65	0.35	1.35	0.63	0.15	0.3	0.1	0.20	0.70	0.68	0.26	0.65	0.87	0.06	0.75	0.89	0.28	0.30	0.4	0.22	0.62	0.40875
0.55	0.6	0.3	1.35	0.57	0.05	0.3	0.1	0.20	0.60	0.68	0.20	0.65	0.92	0.01	0.74	0.83	0.26	0.34	0.48	0.1	0.57	0.410833333
0.54	0.6	0.3	1.35	0.44	0.05	0.3	0.1	0.20	0.56	0.68	0.19	0.66	0.90	0.01	0.70	0.79	0.27	0.40	0.49	0.06	0.6	0.386086957
0.5	0.6	0.25	1.35	0.54	0.05	0.3	0.15	0.20	0.54	0.67	0.30	0.68	0.88	0.01	0.64	0.71	0.24	0.40	0.5	0.04	0.55	0.354583333
0.6	0.65	0.25	1.35	0.57	0.05	0.25	0.2	0.21	0.52	0.62	0.32	0.70	0.88	0.15	0.62	0.68	0.30	0.44	0.48	0.08	0.54	0.352916667
0.72	0.65	0.2	1.35	0.55	0.05	0.23	0.3	0.22	0.52	0.60	0.40	0.72	0.86	0.23	0.63	0.63	0.28	0.47	0.49	0.14	0.57	0.345416667
0.75	0.6	0.3	1.35	0.58	0.03	0.23	0.33	0.22	0.55	0.60	0.38	0.72	0.86	0.26	0.64	0.62	0.31	0.42	0.5	0.1	0.4	0.38
0.75	0.6	0.2	1.3	0.63	0.02	0.18	0.25	0.32	0.55	0.60	0.38	0.73	0.83	0.37	0.65	0.63	0.33	0.40	0.52	0.15	0.42	0.356086957
0.76	0.6	0.3	1.3	0.67	0.02	0.17	0.2	0.30	0.60	0.57	0.38	0.72	0.73	0.35	0.66	0.60	0.32	0.42	0.5	0.2	0.36	0.346666667
0.76	0.6	0.2	1.3	0.7	0.02	0.14	0.2	0.32	0.60	0.57	0.28	0.71	0.79	0.33	0.67	0.56	0.33	0.37	0.48	0.2	0.32	0.376666667
0.75	0.59	0.1	1.35	0.72	0.05	0.12	0.1	0.20	0.56	0.50	0.15	0.70	0.75	0.16	0.68	0.54	0.35	0.32	0.37	0.19	0.33	0.406956522
0.75	0.58	0.05	1.35	0.73	0.05	0.12	0.1	0.20	0.54	0.47	0.10	0.70	0.72	0.17	0.70	0.56	0.32	0.32	0.37	0.26	0.34	0.418636364
0.72	0.57		1.35	0.75	0.05	0.2	0.1	0.21	0.40	0.45	0.09	0.70	0.74	0.14	0.75	0.56	0.32	0.34	0.24	0.29	0.33	0.422173913
0.72	0.53		1.35	0.76	0.05	0.25	0.1	0.21	0.40	0.45	0.09	0.71	0.78	0.11	0.71	0.62	0.31	0.38	0.2	0.33	0.39	0.445833333
0.7	0.51	0.25	1.35	0.77	0.17	0.22	0.1	0.22	0.40	0.45	0.07	0.70	0.79	0.07	0.74	0.63	0.32	0.45	0.16	0.34	0.45	0.472272727
0.65	0.49	0.1	1.35	0.77	0.15	0.22	0.1	0.22	0.40	0.45	0.10	0.71	0.79	0.16	0.71	0.60	0.34	0.47	0.11	0.34	0.48	0.460869565
0.6	0.47	0.25	1.4	0.78	0.15	0.22	0.1	0.25	0.40	0.45	0.05	0.72	0.79	0.17	0.75	0.57	0.41	0.51	0.13	0.3	0.48	0.407916667
0.58	0.46	0.2	1.4	0.8	0.1	0.2	0.1	0.22	0.40	0.45	0.10	0.72	0.81	0.17	0.74	0.46	0.45	0.52	0.15	0.2	0.46	0.363636364
0.58	0.45	0.15	1.4	0.86	0.15	0.15	0.1	0.23	0.40	0.45	0.15	0.72	0.80	0.18	0.73	0.30	0.42	0.54	0.17	0.18	0.4	0.3825
0.58	0.43	0.05	1.4	0.86	0.18	0.1	0.2	0.24	0.47	0.45	0.20	0.72	0.77	0.36	0.71	0.35	0.48	0.51	0.15	0.12	0.36	0.42
0.6	0.41		1.4	0.86	0.22	0.1	0.25	0.30	0.45	0.45	0.22	0.72	0.76	0.38	0.74	0.38	0.50	0.49	0.18	0.08	0.37	0.4675
0.7	0.39		1.4	0.9	0.24	0.1	0.25	0.33	0.45	0.45	0.21	0.72	0.70	0.44	0.76	0.38	0.48	0.51	0.26	0.02	0.33	0.507894737
0.73	0.37	0.05	1.4	0.95	0.25	0.08	0.25	0.33	0.45	0.45	0.18	0.71	0.69	0.42	0.79	0.38	0.49	0.51	0.32	0.05	0.37	0.503333333
0.75	0.35	0.05	1.4	0.95	0.35	0.08	0.25	0.33	0.45	0.45	0.23	0.70	0.67	0.43	0.79	0.38	0.52	0.48	0.35	0.14	0.37	0.431052632
0.78	0.35	0.05	1.4	0.93	0.39	0.08	0.2	0.30	0.41	0.45	0.30	0.71	0.64	0.34	0.83	0.38	0.47	0.42	0.4	0.25	0.46	0.387
0.8	0.34	0.05	1.35	0.9	0.35	0.08	0.2	0.28	0.41	0.45	0.30	0.72	0.58	0.32	0.84	0.39	0.47	0.42	0.36	0.3	0.46	0.361052632
0.9	0.33	0.05	1.35	0.87	0.35	0.08	0.2	0.25	0.41	0.45	0.30	0.71	0.58	0.26	0.85	0.41	0.47	0.40	0.36	0.37	0.46	0.404444444
0.98	0.33		1.3	0.85	0.35	0.08	0.2	0.20	0.40	0.49	0.30	0.71	0.62	0.19	0.88	0.42	0.48	0.42	0.29	0.38	0.48	0.392777778
1	0.32	0.05	1.3	0.83	0.35	0.08	0.2	0.18	0.40	0.49	0.30	0.71	0.63	0.21	0.87	0.45	0.50	0.46	0.36	0.33	0.52	0.3885
1.05	0.32	0.05	1.3	0.8	0.35	0.1	0.2	0.18	0.40	0.49	0.25	0.72	0.67	0.22	0.84	0.48	0.56	0.51	0.18	0.3	0.59	0.337391304
1.05	0.32	0.05	1.3	0.79	0.25	0.2	0.2	0.18	0.40	0.49	0.22	0.72	0.74	0.19	0.82	0.58	0.56	0.53	0.12	0.21	0.61	0.329375
1	0.31	0.05	1.3	0.76	0.25	0.2	0.2	0.15	0.40	0.51	0.17	0.71	0.74	0.20	0.78	0.58	0.57	0.53	0.1	0.18	0.66	0.346818182
1	0.31	0.05	1.3	0.73	0.26	0.25	0.2	0.10	0.40	0.51	0.25	0.71	0.75	0.17	0.80	0.59	0.53	0.55	0.17	0.18	0.71	0.335
1	0.3	0.05	1.25	0.7	0.28	0.3	0.2	0.10	0.40	0.55	0.30	0.71	0.76	0.24	0.84	0.60	0.52	0.57	0.26	0.13	0.71	0.323846154
1.04	0.3	0.05	1.25	0.67	0.3	0.38	0.2	0.10	0.40	0.55	0.40	0.71	0.74	0.32	0.87	0.62	0.54	0.62	0.33	0.13	0.66	0.378125
1.04	0.3	0.05	1.25	0.65	0.37	0.38	0.19	0.13	0.40	0.54	0.40	0.70	0.73	0.42	0.91	0.62	0.56	0.63	0.42	0.15	0.67	0.39
1.05	0.3		1.2	0.65	0.4	0.4	0.19	0.17	0.40	0.53	0.40	0.70	0.71	0.44	0.95	0.62	0.55	0.63	0.43	0.14	0.65	0.418181818
1.05	0.3		1.2	0.65	0.4	0.4	0.4	0.17	0.35	0.54	0.38	0.71	0.72	0.42	0.99	0.61	0.56	0.53	0.47	0.16	0.65	0.44
1.05	0.3		1.2	0.65	0.4	0.4	0.4	0.20	0.35	0.55	0.38	0.70	0.68	0.35	1.00	0.57	0.56	0.40	0.48	0.16	0.65	0.42125
1	0.3	0.05	1.2	0.65	0.5	0.4	0.4	0.20	0.35	0.56	0.38	0.70	0.70	0.28	0.98	0.61	0.55	0.41	0.46	0.24	0.67	0.466315789
1.1	0.35	0.05	1.25	0.65	0.55	0.4	0.3	0.20	0.30	0.57	0.40	0.70	0.69	0.15	1.01	0.62	0.51	0.45	0.44	0.32	0.7	0.511333333
1.1	0.32	0.3	1.25	0.65	0.6	0.4	0.2	0.21	0.33	0.60	0.40	0.69	0.71	0.10	1.02	0.66	0.49	0.43	0.42	0.34	0.75	0.531666667
1.1	0.27	0.35	1.3	0.65	0.5	0.4	0.23	0.19	0.35	0.70	0.36	0.70	0.72	0.03	1.02	0.68	0.50	0.40	0.41	0.37	0.79	0.546666667
1.1	0.25	0.35	1.35	0.58	0.4	0.5	0.23	0.20	0.35	0.70	0.36	0.70	0.80	0.05	0.98	0.71	0.59	0.37	0.35	0.39	0.86	0.530666667
1.1	0.2	0.35	1.35	0.55	0.4	0.5	0.24	0.20	0.35	0.70	0.40	0.69	0.85	0.08	0.97	0.72	0.55	0.45	0.35	0.36	0.88	0.554761905
1.1	0.19	0.35	1.35	0.58	0.32	0.5	0.24	0.16	0.42	0.70	0.40	0.68	0.90	0.12	0.94	0.75	0.44	0.44	0.35	0.36	0.9	0.606842105
1.1	0.18	0.4	1.35	0.6	0.35	0.5	0.24	0.09	0.42	0.71	0.45	0.68	0.92	0.12	0.96	0.77	0.34	0.44	0.41	0.27	0.88	0.618333333
1.1	0.17	0.3	1.35	0.63	0.35	0.5	0.3	0.09	0.42	0.72	0.50	0.69	0.88	0.18	0.97	0.84	0.34	0.44	0.42	0.24	0.84	0.673636364
1.1	0.16	0.35	1.4	0.65	0.38	0.5	0.35	0.10	0.48	0.73	0.60	0.69	0.83	0.24	0.96	0.84	0.32	0.45	0.4	0.16	0.82	0.666470588
1.05	0.15	0.3	1.4	0.7	0.2	0.5	0.4	0.20	0.48	0.74	0.69	0.69	0.80	0.30	1.01	0.84	0.32	0.46	0.4	0.17	0.79	0.7
1.05	0.18	0.35	1.4	0.69	0.25	0.4	0.4	0.30	0.48	0.75	0.78	0.70	0.74	0.33	1.03	0.84	0.32	0.40	0.47	0.18	0.78	0.716842105
1.05	0.23	0.3	1.4	0.67	0.25	0.39	0.4	0.40	0.48	0.75	0.80	0.70	0.77	0.32	1.04	0.85	0.34	0.37	0.5	0.22	0.79	0.730625
1.05	0.25	0.35	1.4	0.65	0.25	0.46	0.35	0.30	0.55	0.76	0.80	0.71	0.78	0.32	1.08	0.86	0.34	0.37	0.56	0.22	0.78	0.740526316
1.05	0.27	0.4	1.4	0.62	0.3	0.46	0.35	0.30	0.55	0.80	0.80	0.72	0.79	0.37	1.12	0.87	0.35	0.20	0.6	0.33	0.79	0.750666667
1.05	0.3	0.4	1.4	0.63	0.33	0.46	0.35	0.30	0.60	0.85	0.80	0.72	0.83	0.32	1.18	0.88	0.36	0.15	0.65	0.35	0.79	0.773636364
1	0.31	0.45	1.4	0.67	0.35	0.5	0.38	0.30	0.70	0.85	0.80	0.72	0.87	0.32	1.20	0.89	0.38	0.24	0.6	0.4	0.84	0.785294118
1	0.32	0.4	1.4	0.68	0.35	0.55	0.45	0.30	0.70	0.90	0.81	0.75	0.89	0.31	1.22	0.86	0.44	0.22	0.62	0.44	0.82	0.798571429
1	0.33	0.4	1.4	0.68	0.4	0.6	0.5	0.28	0.70	0.90	0.82	0.75	0.87	0.34	1.23	0.84	0.45	0.35	0.52	0.36	0.85	0.833333333
1	0.34	0.4	1.4	0.7	0.4	0.6	0.55	0.28	0.65	0.90	0.83	0.78	0.93	0.34	1.23	0.84	0.40	0.30	0.48	0.37	0.85	0.830666667
1	0.35	0.45	1.4	0.73	0.35	0.6	0.6	0.28	0.65	0.91	0.84	0.80	0.94	0.36	1.20	0.86	0.42	0.34	0.42	0.36	0.88	0.858235294
1	0.38	0.6	1.4	0.75	0.3	0.65	0.6	0.26	0.65	0.92	0.87	0.81	0.96	0.33	1.22	0.95	0.38	0.42	0.4	0.38	0.9	0.877894737
1	0.42	0.6	1.4	0.78	0.25	0.68	0.65	0.26	0.65	0.93	0.89	0.82	0.95	0.37	1.24	1.00	0.39	0.47	0.47	0.37	0.92	0.877857143
1	0.46	0.6	1.45	0.79	0.25	0.7	0.68	0.26	0.65	0.94	0.92	0.83	0.94	0.38	1.26	1.06	0.37	0.52	0.5	0.33	0.94	0.873846154
1	0.5	0.6	1.45	0.8	0.27	0.7	0.7	0.30	0.65	0.95	0.97	0.84	0.91	0.44	1.33	1.08	0.35	0.57	0.6	0.35	0.93	0.91625
1	0.55	0.55	1.45	0.8	0.29	0.66	0.7	0.40	0.65	0.96	1.00	0.83	0.87	0.47	1.37	1.15	0.35	0.52	0.6	0.34	0.92	0.901538462
1	0.57	0.5	1.45	0.82	0.29	0.65	0.68	0.68	0.65	1.00	1.00	0.85	0.85	0.49	1.42	1.14	0.30	0.51	0.65	0.36	0.9	0.899090909
1	0.6	0.5	1.45	0.83	0.35	0.65	0.67	0.68	0.70	1.05	1.00	0.88	0.83	0.49	1.48	1.18	0.34	0.46	0.67	0.43	0.88	0.94
1	0.62	0.55	1.45	0.85	0.38	0.7	0.66	0.65	0.70	1.10	1.01	0.90	0.87	0.50	1.54	1.20	0.30	0.44	0.68	0.48	0.84	0.941538462
1	0.63	0.6	1.45	0.85	0.4	0.82	0.63	0.63	0.70	1.10	1.02	0.91	0.87	0.47	1.57	1.24	0.34	0.47	0.72	0.54	0.83	0.903
1	0.65	0.65	1.45	0.85	0.4	0.82	0.62	0.78	0.70	1.15	1.02	0.92	0.87	0.43	1.61	1.27	0.44	0.48	0.72	0.53	0.84	0.88125
1	0.7	0.65	1.45	0.86	0.35	0.78	0.6	0.77	0.70	1.20	1.03	0.90	0.90	0.43	1.63	1.33	0.48	0.48	0.68	0.54	0.86	0.883333333
1.01	0.68	0.7	1.45	0.86	0.4	0.78	0.65	0.75	0.70	1.20	1.05	0.89	0.96	0.42	1.63	1.30	0.58	0.47	0.62	0.64	0.9	0.910434783
1.02	0.65	0.5	1.45	0.88	0.4	0.9	0.65	0.70	0.85	1.20	1.06	0.90	0.97	0.43	1.64	1.34	0.57	0.54	0.58	0.57	0.94	0.8995
1.03	0.63	0.5	1.45	0.88	0.35	0.9	0.7	0.67	0.85	1.30	1.06	0.90	1.04	0.46	1.64	1.35	0.62	0.54	0.58	0.59	0.98	0.929444444
1.04	0.6	0.7	1.45	0.88	0.35	0.9	0.7	0.67	0.70	1.35	1.10	0.89	1.00	0.44	1.66	1.44	0.56	0.60	0.58	0.5	0.98	0.911875
1.04	0.59	0.7	1.45	0.88	0.3	0.9	0.75	0.67	0.70	1.35	1.15	0.91	0.99	0.51	1.67	1.49	0.57	0.64	0.62	0.48	0.98	0.944444444
1.04	0.58	0.7	1.45	0.88	0.3	0.85	0.75	0.72	0.80	1.35	1.26	0.90	0.98	0.54	1.69	1.52	0.54	0.71	0.62	0.45	0.94	0.978333333
1.04	0.56	0.7	1.5	0.88	0.3	0.8	0.75	0.72	0.92	1.35	1.35	0.91	1.00	0.57	1.73	1.55	0.54	0.74	0.62	0.48	0.9	0.965
1.04	0.53	0.75	1.5	0.88	0.35	0.8	0.75	0.72	0.92	1.35	1.35	0.92	0.97	0.62	1.78	1.55	0.55	0.71	0.64	0.46	0.92	
1.03	0.5	0.75	1.5	0.9	0.4	0.8	0.75	0.72	0.92	1.35	1.39	0.93	0.94	0.64	1.83	1.57	0.55	0.70	0.7	0.54	0.88	
1.02	0.52	0.8	1.5	1.05	0.45	0.75	0.75	0.72	0.92	1.35	1.40	0.94	0.95	0.66	1.90	1.61	0.62	0.68	0.7	0.59	0.9	
1	0.56	0.8	1.5	1.07	0.5	0.7	0.75	0.72	1.00	1.40	1.45	0.95	0.98	0.64	2.00	1.59	0.65	0.67	0.74	0.63	0.88	
1	0.59	0.8	1.5	1.05	0.5	0.7	0.8	0.90	1.00	1.45	1.50	0.98	0.99	0.56	2.01	1.57	0.70	0.67	0.74	0.66	0.92	1.043333333
1	0.61	0.9	1.5	0.98	0.6	0.7	0.8	0.90	1.00	1.50	1.50	1.00	0.99	0.60	2.06	1.57	0.72	0.68	0.72	0.75	0.94	1.095
1.01	0.62	0.9	1.5	1	0.6	0.68	0.75	0.80	1.05	1.50	1.51	1.03	1.04	0.60	2.09	1.63	0.77	0.67	0.68	0.75	1	1.136666667
1.02	0.6	1	1.6	1	0.65	0.7	0.7	0.80	1.05	1.50	1.52	1.05	1.08	0.62	2.11	1.65	0.78	0.68	0.62	0.7	1.05	1.215
1.03	0.58	1	1.6	1	0.6	0.7	0.7	0.76	1.08	1.55	1.53	1.09	1.08	0.66	2.10	1.67	0.75	0.72	0.54	0.66	1.07	1.113333333
1.04	0.55	0.9	1.6	1	0.6	0.75	0.7	0.80	1.10	1.58	1.54	1.12	1.10	0.67	2.09	1.70	0.79	0.76	0.48	0.71	1.12	1.07
1.05	0.53	1.08	1.6	1.02	0.6	0.78	0.7	0.80	1.09	1.55	1.50	1.15	1.09	0.70	2.09	1.70	0.84	0.82	0.4	0.62	1.14	1.085652174
1.06	0.5	1.1	1.6	1.03	0.65	0.82	0.75	0.80	1.00	1.60	1.55	1.20	1.10	0.73	2.07	1.74	0.86	0.90	0.39	0.6	1.18	1.101666667
1.07	0.51	1.1	1.55	1.04	0.65	0.7	0.75	0.90	1.10	1.65	1.60	1.21	1.09	0.74	2.07	1.76	0.85	0.93	0.4	0.58	1.2	1.115833333
1.08	0.52	1.1	1.55	1.05	0.55	0.8	0.75	0.95	1.10	1.72	1.65	1.23	1.10	0.78	2.07	1.76	0.84	0.93	0.46	0.62	1.2	1.126666667
1.09	0.53	1.05	1.55	1.1	0.57	0.8	0.75	1.00	1.09	1.70	1.70	1.24	1.09	0.80	2.08	1.76	0.84	0.93	0.54	0.58	1.15	1.165217391
1.1	0.54	1.1	1.6	1.18	0.55	0.76	0.75	1.03	1.15	1.69	1.72	1.25	1.08	0.82	2.07	1.79	0.82	0.89	0.6	0.59	1.14	1.172083333
1.11	0.55	1.1	1.6	1.18	0.55	0.75	0.75	1.05	1.15	1.68	1.72	1.25	1.07	0.82	2.09	1.79	0.82	0.80	0.63	0.64	1.11	1.168333333
1.12	0.56	1.1	1.6	1.2	0.55	0.75	0.8	1.06	1.18	1.67	1.73	1.26	1.08	0.83	2.12	1.78	0.82	0.82	0.58	0.65	1.12	1.165833333
1.13	0.57	1.1	1.6	1.2	0.56	0.75	0.8	1.06	1.27	1.65	1.74	1.26	1.08	0.79	2.13	1.75	0.89	0.80	0.62	0.65	1.14	1.196666667
1.14	0.58	1.05	1.55	1.2	0.55	0.75	0.8	1.10	1.30	1.66	1.77	1.27	1.07	0.78	2.13	1.77	0.89	0.78	0.6	0.64	1.15	1.204545455
1.15	0.58	1.05	1.55	1.2	0.6	0.75	0.8	1.10	1.31	1.68	1.79	1.28	1.08	0.75	2.13	1.76	0.98	0.80	0.64	0.68	1.13	1.202916667
1.16	0.59	1.05	1.55	1.21	0.7	0.75	0.8	1.10	1.32	1.70	1.75	1.29	1.08	0.74	2.14	1.75	1.03	0.79	0.54	0.71	1.17	1.220416667
1.17	0.6	1.1	1.55	1.2	0.7	0.9	0.8	1.10	1.35	1.75	1.70	1.30	1.07	0.77	2.16	1.81	1.06	0.85	0.58	0.7	1.29	1.227916667
1.18	0.6	1.1	1.55	1.2	0.68	0.91	0.8	1.20	1.32	1.79	1.75	1.30	1.06	0.81	2.13	1.83	1.08	0.84	0.56	0.68	1.3	1.23
