	4.515	5.115	6.185		7.395	7.425		6.985		7.475	5.495	5.075	8.315	5.935	7.175			8.095		9.675	7.295		7.025	6.005	6.795	6.235	6.555	7.555	8.325	8.475	6.805	9.105	8.865	6.525	9.225	7.135	6.845					6.201
	4.525	5.105	6.205		7.345	7.425		6.865		7.455	5.425		8.355	6.155	7.065			8.135		9.735	7.475		7.035	5.935	6.865	6.365	6.755	7.505	8.355	8.575	6.925	9.105	8.915	6.635	9.265	7.195	6.885					6.204
	4.535	5.095	6.265		7.295	7.465		6.765		7.445	5.455		8.395	6.295	6.815			8.155		9.795	7.575		7.045	5.895	7.055	6.525	6.905	7.515	8.435	8.605	7.025	9.085	8.965	6.785	9.305	7.235	6.915					6.28
	4.565	5.085	6.305		7.205	7.555		6.685		7.445	5.445		8.405	6.415	6.655			8.195		9.815	7.625		7.055	5.835	7.205	6.725	7.035	7.585	8.525	8.635	7.115	9.025	9.045	6.925	9.315	7.285	6.965					6.354
	4.595	5.085	6.355		7.095	7.595		6.605		7.365	5.395		8.435	6.495	6.465			8.215		9.835	7.625		7.045	5.765	7.425	6.955	6.985	7.645	8.665	8.705	7.155	9.015	9.185	6.885	9.355	7.355	7.005					6.416
	4.635	5.085	6.385		6.945	7.625		6.525		7.275	5.285		8.455	6.585	6.275			8.215			7.605		7.045	5.685	7.695	7.135	6.855	7.665	8.665	8.825	7.255	9.005	9.285	6.775	9.365	7.465	7.005					6.55
	4.675	5.085	6.435		6.825	7.645		6.485		7.195	5.185	4.795	8.465	6.655	6.105			8.215			7.525		7.035	5.635	7.825	7.195	6.695	7.705	8.495	8.945	7.375	9.005	9.335	6.655	9.395	7.565	6.955					6.668
	4.735	5.085	6.475		6.705	7.645		6.485		7.145	5.185	4.735	8.475	6.745	5.975		7.175	8.205		9.875	7.435		7.025	5.635	7.885	7.205	6.635	7.805	8.375	9.065	7.485	9.005	9.375	6.445	9.405	7.635	6.945					6.816
	4.795	5.095	6.515		6.605	7.655		6.515		7.065	5.225	4.685	8.475	6.825	6.005		7.405	8.205		9.875	7.345		7.025	5.645	7.945	7.235	6.585	7.895	8.305	9.165	7.665	8.995	9.425	6.245	9.415	7.705	6.975					6.902
	4.865	5.095	6.535		6.515	7.645		6.535		7.105	5.235	4.625	8.455	6.905	6.175		7.595	8.205		9.865	7.145		7.015	5.625	8.035	7.285	6.515	7.985	8.205	9.205	7.915	8.955	9.465	5.975	9.435	7.795	6.995					6.925
	5.005	5.085	6.545		6.375	7.655		6.555		7.155	5.165	4.605	8.435	6.995	6.375		7.685	8.205		9.845	6.965		7.005	5.605	8.025	7.345	6.495	8.035	8.005	9.265	8.165	8.925	9.505	5.985	9.455	7.825	6.975					6.975
	5.115	5.085	6.585		6.295	7.695	5.875	6.555	5.365	7.195	5.075	4.595	8.425	6.895	6.555		7.735	8.285		9.845	6.875		6.985	5.585	7.945	7.435	6.515	8.115	7.875	9.285	8.285	8.925	9.535	6.165	9.475	7.865						7.046
	5.155	5.175	6.625		6.225	7.735	5.965	6.565	5.725	7.165	5.025	4.665	8.405	6.875	6.785		7.765	8.375		9.845	6.785		6.965	5.585	7.895	7.475	6.595	8.165	7.755	9.285	8.385	8.935	9.565	6.305	9.485	7.905						7.062
